reviewer,projects_nbr,rev_status
28504,5,Non core
28510,10,Non core
28514,2,Non core
28517,1,Non core
28518,3,Non core
28522,450,Core
28523,3,Non core
28526,1,Non core
28528,1,Non core
28529,2,Non core
28530,1,Non core
28533,3,Non core
28541,1,Non core
28542,1,Non core
28543,347,Non core
28550,8,Non core
28556,2,Non core
28558,1,Non core
28561,1,Non core
28563,3,Non core
28569,1,Non core
28570,6,Non core
28587,13,Non core
28590,1,Non core
28592,2,Non core
28595,13,Non core
28602,1,Non core
28606,7,Core
28607,1,Non core
28608,9,Non core
28609,9,Non core
28613,10,Non core
28614,237,Non core
28618,6,Core
28619,112,Core
28621,1,Non core
28622,1,Non core
28625,1,Non core
28628,5,Non core
28637,27,Non core
28642,1,Non core
28643,2,Non core
28646,8,Non core
28649,3,Non core
28652,1,Non core
28653,2,Non core
28654,4,Non core
28655,2,Non core
28664,4,Non core
28665,7,Non core
28671,5,Non core
28675,1,Non core
28691,9,Non core
28692,4,Non core
28695,8,Non core
28696,1,Non core
28701,7,Non core
28705,1,Non core
28706,20,Non core
28707,1,Non core
28710,1,Non core
28713,5,Non core
28714,21,Non core
28715,2,Non core
28716,1,Non core
28718,4,Non core
28719,8,Non core
28721,7,Non core
28722,2,Non core
28735,3,Non core
28738,2,Non core
28743,124,Non core
28747,2,Non core
28748,49,Core
28751,1,Non core
28752,43,Non core
28758,5,Non core
28759,2,Non core
28766,1,Non core
28768,1,Non core
28774,2,Non core
28777,3,Non core
28778,4,Non core
28781,1,Non core
28783,1,Non core
28799,1,Non core
28801,7,Non core
28803,1,Non core
28806,1,Non core
28818,1,Non core
28842,22,Non core
28848,1,Non core
28849,4,Non core
28853,1,Non core
28866,1,Non core
28869,3,Non core
28870,1,Non core
28875,3,Non core
28886,1,Non core
28889,8,Non core
28899,7,Non core
28910,3,Non core
28922,1,Non core
28926,1,Non core
28931,3,Non core
28935,297,Non core
28940,2,Non core
28948,13,Core
28949,1,Non core
28950,8,Non core
28953,1,Non core
28956,25,Non core
28957,1,Non core
28961,3,Non core
29012,1,Non core
29013,3,Non core
29017,3,Non core
29018,1,Non core
29037,4,Non core
29045,1,Non core
29051,7,Non core
29053,2,Non core
29058,1,Non core
29061,4,Non core
29062,2,Non core
29064,1,Non core
29068,7,Non core
29071,18,Non core
29074,5,Non core
29076,2,Non core
29085,1,Core
29087,1,Non core
29088,4,Non core
29093,4,Non core
29100,16,Core
29106,2,Non core
29108,1,Non core
29112,2,Non core
29122,5,Non core
29124,6,Core
29125,3,Non core
29131,5,Non core
29132,3,Non core
29134,1,Non core
29139,4,Non core
29144,5,Non core
29145,1,Non core
29147,3,Non core
29156,2,Non core
29157,10,Non core
29158,1,Non core
29161,5,Non core
29165,1,Non core
29167,2,Non core
29168,1,Non core
29170,1,Non core
29175,1,Non core
29181,1,Non core
29191,2,Non core
29192,1,Non core
29198,2,Non core
29201,5,Non core
29202,2,Non core
29207,1,Non core
29209,11,Non core
29213,1,Non core
29217,1,Non core
29219,1,Non core
29220,6,Non core
29222,61,Non core
29228,6,Core
29233,1,Non core
29236,3,Non core
29238,1,Non core
29239,8,Non core
29244,28,Core
29247,1,Non core
29254,3,Non core
29256,2,Non core
29260,2,Non core
29268,12,Non core
29269,2,Non core
29270,3,Non core
29271,6,Non core
29272,3,Non core
29278,3,Non core
29286,2,Non core
29287,2,Non core
29288,2,Non core
29291,2,Non core
29296,1,Non core
29297,2,Non core
29298,4,Non core
29303,1,Non core
29307,3,Non core
29311,2,Non core
29313,142,Core
29315,2,Non core
29320,1,Non core
29325,1,Non core
29326,1,Non core
29334,2,Non core
29335,3,Non core
29339,1,Non core
29340,1,Non core
29341,1,Non core
29344,47,Non core
29349,18,Non core
29350,7,Non core
29356,2,Non core
29357,1,Non core
29360,7,Non core
29364,5,Non core
29369,1,Non core
29370,1,Non core
29377,2,Non core
29383,2,Non core
29387,1,Non core
29393,4,Non core
29397,6,Non core
29399,1,Non core
29401,3,Non core
29405,2,Non core
29408,3,Non core
29422,17,Non core
29423,6,Non core
29425,4,Non core
29432,3,Non core
29441,8,Non core
29446,2,Non core
29451,2,Non core
29455,5,Non core
29466,6,Non core
29502,1,Non core
29503,7,Non core
29514,2,Non core
29523,1,Non core
29525,4,Non core
29526,5,Non core
29528,1,Non core
29539,1,Non core
29543,5,Non core
29548,1,Non core
29549,2,Non core
29556,3,Non core
29558,11,Non core
29568,2,Non core
29572,1,Non core
29574,3,Non core
29577,1,Non core
29584,1,Non core
29585,12,Non core
29586,1,Non core
29589,1,Non core
29594,1,Non core
29605,9,Non core
29615,1,Non core
29620,2,Non core
29621,1,Non core
29624,3,Non core
29625,1,Non core
29627,1,Non core
29631,4,Non core
29632,17,Core
29637,1,Non core
29638,2,Non core
29647,2,Non core
29650,1,Non core
29651,2,Non core
29654,1,Non core
29657,1,Non core
29658,1,Non core
29668,3,Non core
29671,4,Non core
29674,1,Non core
29675,3,Non core
29676,3,Non core
29681,6,Non core
29685,1,Non core
29702,3,Non core
29704,2,Non core
29716,1,Non core
29720,1,Non core
29725,1,Non core
29729,3,Non core
29738,1,Non core
29740,1,Non core
29745,11,Non core
29754,3,Non core
29755,7,Non core
29756,1,Non core
29759,51,Non core
29766,1,Non core
29771,1,Non core
29773,1,Non core
29775,39,Core
29781,2,Non core
29792,4,Non core
29793,1,Non core
29796,2,Non core
29800,1,Non core
29805,4,Non core
29806,1,Non core
29811,1,Non core
29814,1,Non core
29815,1,Non core
29827,1,Non core
29828,2,Non core
29831,1,Non core
29834,1,Non core
29841,1,Non core
29847,1,Non core
29854,1,Non core
29858,1,Non core
29863,1,Non core
29864,1,Non core
29865,67,Core
29866,1,Non core
29868,2,Non core
29869,2,Non core
29870,1,Non core
29874,3,Non core
29875,1,Non core
29880,3,Non core
29881,6,Non core
29889,1,Non core
29891,2,Non core
29898,1,Non core
29907,2,Non core
29908,2,Non core
29909,11,Non core
29911,14,Non core
29915,2,Non core
29928,1,Non core
29937,3,Non core
29941,1,Non core
29942,2,Non core
29954,3,Non core
29958,4,Non core
29960,2,Non core
29963,4,Non core
29964,2,Non core
29967,1,Non core
29970,5,Non core
29974,7,Core
29979,3,Non core
29982,3,Non core
29991,1,Non core
29995,1,Non core
30001,2,Non core
30002,36,Core
30004,1,Non core
30009,1,Non core
30010,2,Non core
30013,3,Non core
30016,2,Non core
30025,10,Core
30028,4,Non core
30033,1,Non core
30037,4,Non core
30042,1,Non core
30047,1,Non core
30051,1,Non core
30054,4,Non core
30073,32,Core
30075,4,Non core
30077,20,Core
30081,4,Non core
30092,13,Non core
30095,2,Non core
30099,5,Non core
30100,1,Non core
30103,8,Non core
30105,10,Non core
30106,2,Non core
30107,2,Non core
30108,2,Non core
30110,2,Non core
30112,6,Non core
30113,2,Non core
30118,1,Non core
30120,1,Non core
30123,2,Non core
30126,14,Non core
30127,15,Non core
30128,1,Non core
30132,2,Non core
30133,14,Non core
30138,2,Non core
30143,1,Non core
30149,1,Non core
30156,11,Non core
30158,5,Non core
30159,1,Non core
30164,1,Non core
30165,2,Non core
30171,1,Non core
30173,1,Non core
30175,1,Non core
30176,3,Non core
30177,3,Non core
30185,1,Non core
30188,1,Non core
30192,2,Non core
30198,2,Non core
30200,10,Non core
30202,1,Non core
30209,3,Non core
30211,1,Non core
30218,2,Non core
30220,3,Non core
30221,10,Non core
30229,8,Non core
30232,3,Non core
30237,1,Non core
30238,2,Non core
30243,1,Non core
30247,2,Non core
30248,1,Non core
30252,1,Non core
30258,2,Non core
30262,1,Non core
30272,3,Non core
30297,1,Non core
30298,8,Non core
30305,2,Non core
30309,3,Non core
30314,3,Non core
30315,2,Non core
30317,3,Non core
30322,6,Non core
30324,1,Non core
30329,2,Non core
30356,134,Non core
30357,4,Non core
30364,1,Non core
30367,2,Non core
30371,1,Non core
30380,14,Core
30381,88,Non core
30382,7,Non core
30384,15,Non core
30386,1,Non core
30388,14,Non core
30395,10,Non core
30396,123,Non core
30398,12,Non core
30399,1,Non core
30400,4,Non core
30401,2,Non core
30402,23,Non core
30403,5,Non core
30407,13,Core
30408,15,Non core
30409,3,Non core
30410,1,Non core
30412,10,Non core
30413,46,Non core
30414,3,Non core
30417,4,Non core
30418,3,Non core
30420,2,Non core
30427,20,Non core
30428,1,Non core
30429,9,Non core
30430,1,Non core
30434,51,Non core
30438,6,Non core
30441,1,Non core
30442,16,Non core
30445,2,Non core
30447,9,Non core
30448,21,Non core
30449,9,Core
30454,2,Non core
30455,15,Core
30456,2,Non core
30458,2,Non core
30463,1,Non core
30467,14,Non core
30474,1,Non core
30486,1,Non core
30490,3,Non core
30491,90,Core
30495,8,Non core
30498,2,Non core
30500,4,Non core
30501,2,Non core
30502,1,Non core
30503,1,Non core
30515,8,Non core
30517,1,Non core
30519,1,Non core
30521,2,Non core
30523,9,Core
30526,23,Non core
30531,1,Non core
30533,3,Non core
30534,5,Non core
30547,1,Non core
30555,6,Non core
30561,55,Non core
30562,12,Core
30566,4,Non core
30571,1,Non core
30576,1,Non core
30582,2,Non core
30596,7,Non core
30597,3,Non core
30598,4,Non core
30603,1,Non core
30609,5,Non core
30610,1,Non core
30615,18,Non core
30616,1,Non core
30617,1,Non core
30618,1,Non core
30619,11,Non core
30621,1,Non core
30623,15,Core
30629,1,Non core
30636,2,Non core
30638,1,Non core
30643,1,Non core
30648,3,Non core
30650,3,Non core
30657,2,Non core
30660,2,Non core
30661,2,Non core
30667,1,Non core
30669,3,Non core
30670,26,Non core
30674,16,Non core
30676,2,Non core
30678,1,Non core
30679,1,Non core
30683,1,Non core
30687,1,Non core
30688,1,Non core
30690,5,Non core
30692,2,Non core
30695,16,Non core
30696,12,Non core
30705,1,Non core
30711,1,Non core
30717,5,Non core
30722,2,Non core
30728,3,Non core
30729,2,Non core
30735,3,Non core
30740,2,Non core
30742,21,Core
30744,3,Non core
30745,2,Non core
30746,9,Non core
30750,42,Non core
30751,2,Non core
30754,1,Non core
30755,8,Non core
30759,6,Core
30760,2,Non core
30768,1,Non core
30772,1,Non core
30775,1,Non core
30776,1,Non core
30777,7,Core
30784,4,Non core
30788,6,Non core
30793,2,Non core
30796,2,Non core
30797,2,Non core
30810,2,Non core
30812,2,Non core
30814,5,Non core
30821,1,Non core
30834,1,Non core
30842,2,Non core
30843,1,Non core
30844,2,Non core
30847,1,Non core
30854,2,Non core
30855,2,Non core
30857,2,Non core
30858,4,Non core
30859,3,Non core
30865,2,Non core
30874,2,Non core
30882,3,Non core
30883,1,Non core
30893,7,Non core
30900,2,Non core
30901,2,Non core
30902,1,Non core
30905,1,Non core
30906,1,Non core
30911,5,Non core
30920,1,Non core
30921,6,Non core
30922,1,Non core
30927,6,Non core
30940,3,Non core
30944,1,Non core
30945,2,Non core
30958,1,Non core
30959,1,Non core
30960,3,Non core
30963,3,Non core
30977,4,Non core
30984,4,Non core
30994,2,Non core
30995,2,Non core
30996,3,Non core
30997,1,Non core
30998,4,Non core
31000,2,Non core
31003,2,Non core
31004,2,Non core
31012,1,Non core
31016,6,Non core
31019,1,Non core
31022,1,Non core
31027,14,Non core
31030,1,Non core
31031,1,Non core
31033,9,Core
31039,6,Non core
31043,1,Non core
31052,3,Non core
31055,2,Non core
31064,1,Non core
31068,16,Non core
31072,6,Non core
31073,1,Non core
31075,18,Non core
31083,2,Non core
31089,4,Non core
31093,2,Non core
31106,3,Non core
31108,3,Non core
31110,1,Non core
31182,1,Non core
31189,2,Non core
31196,2,Non core
31197,5,Non core
31200,1,Non core
31204,5,Non core
31209,2,Non core
31210,1,Non core
31213,6,Core
31238,1,Non core
31239,11,Core
31241,2,Non core
31245,75,Non core
31254,2,Non core
31256,1,Non core
31258,2,Non core
31263,1,Non core
31269,1,Non core
31280,3,Non core
31289,118,Non core
31290,1,Non core
31291,6,Non core
31296,1,Non core
31305,1,Non core
31310,3,Non core
31320,1,Non core
31324,9,Non core
31333,1,Non core
31335,1,Non core
31350,1,Non core
31353,2,Non core
31357,3,Non core
31362,1,Non core
31408,1,Non core
31412,24,Core
31415,1,Non core
31416,1,Non core
31417,2,Non core
31418,3,Non core
31420,9,Non core
31425,1,Non core
31445,1,Non core
31449,2,Non core
31450,4,Non core
31455,5,Non core
31456,1,Non core
31479,6,Non core
31482,3,Non core
31502,1,Non core
31503,3,Non core
31506,5,Non core
31510,5,Non core
31516,1,Non core
31518,1,Non core
31525,3,Non core
31528,3,Non core
31534,1,Non core
31535,1,Non core
31537,1,Non core
31539,1,Non core
31542,64,Core
31552,1,Non core
31556,1,Non core
31558,1,Non core
31560,1,Non core
31561,1,Non core
31563,2,Non core
31567,2,Non core
31568,2,Non core
31572,2,Non core
31575,1,Non core
31580,1,Non core
31581,4,Non core
31615,1,Non core
31616,7,Non core
31621,1,Non core
31636,5,Non core
31638,2,Non core
31643,4,Non core
31647,1,Non core
31648,2,Non core
31652,1,Non core
31660,2,Non core
31661,11,Non core
31662,3,Non core
31664,8,Non core
31668,2,Non core
31669,1,Non core
31683,1,Non core
31686,1,Non core
31695,4,Non core
31702,1,Non core
31706,2,Non core
31707,5,Non core
31708,1,Non core
31713,2,Non core
31719,1,Non core
31721,6,Non core
31730,3,Non core
31733,5,Non core
31737,4,Core
31746,7,Non core
31749,15,Non core
31750,3,Non core
31751,1,Non core
31754,2,Non core
31779,7,Non core
31783,1,Non core
31792,5,Non core
31806,1,Non core
31813,3,Non core
31814,2,Non core
31816,1,Non core
31817,1,Non core
31821,9,Core
31823,3,Non core
31825,6,Non core
31827,4,Non core
31828,15,Non core
31835,1,Non core
31836,1,Non core
31849,6,Non core
31854,1,Non core
31857,9,Core
31859,2,Non core
31863,4,Non core
31866,2,Non core
31870,1,Non core
31871,2,Non core
31872,1,Non core
31877,1,Non core
31880,1,Non core
31882,10,Non core
31890,1,Non core
31896,2,Non core
31902,3,Non core
31903,2,Non core
31906,1,Non core
31916,3,Non core
31930,1,Non core
31933,2,Non core
31936,1,Non core
31939,1,Non core
31940,3,Non core
31945,4,Non core
31959,8,Non core
31960,2,Non core
31971,2,Non core
31975,2,Non core
31976,2,Non core
31980,1,Non core
31981,1,Non core
32017,1,Non core
32018,1,Non core
32022,1,Non core
32029,200,Non core
32036,1,Non core
32053,1,Non core
32056,1,Non core
32060,2,Non core
32067,46,Non core
32070,1,Non core
32071,3,Non core
32073,1,Non core
32074,2,Non core
32075,1,Non core
32084,1,Non core
32090,1,Non core
32102,43,Core
32108,3,Non core
32114,30,Non core
32137,1,Non core
32155,1,Non core
32157,1,Non core
32158,1,Non core
32159,2,Non core
32161,1,Non core
32171,7,Non core
32177,11,Non core
32190,3,Non core
32197,2,Non core
32201,4,Non core
32204,1,Non core
32205,6,Non core
32210,1,Non core
32211,1,Non core
32213,1,Non core
32216,2,Non core
32219,4,Non core
32220,1,Non core
32222,1,Non core
32224,1,Non core
32231,78,Non core
32238,144,Non core
32240,5,Non core
32245,1,Non core
32260,2,Non core
32266,1,Non core
32274,2,Non core
32281,1,Non core
32287,1,Non core
32288,5,Non core
32291,73,Non core
32296,1,Non core
32301,1,Non core
32304,12,Core
32311,1,Non core
32321,1,Non core
32322,1,Non core
32324,12,Non core
32329,3,Non core
32330,1,Non core
32333,1,Non core
32339,1,Non core
32343,1,Non core
32349,9,Non core
32363,11,Non core
32365,1,Non core
32369,1,Non core
32370,1,Non core
32375,1,Non core
32395,1,Non core
32398,3,Non core
32411,10,Non core
32417,1,Non core
32425,1,Non core
32428,1,Non core
32432,10,Non core
32433,4,Non core
32449,1,Non core
32454,1,Non core
32458,24,Non core
32469,1,Non core
32475,5,Non core
32493,5,Non core
32510,1,Non core
32519,1,Non core
32522,1,Non core
32523,4,Non core
32531,4,Non core
32533,4,Non core
32535,1,Non core
32541,1,Non core
32542,1,Non core
32547,1,Non core
32549,2,Non core
32553,1,Non core
32577,6,Core
32581,3,Non core
32583,4,Non core
32586,8,Non core
32587,1,Non core
32592,4,Non core
32594,6,Non core
32595,2,Non core
32604,2,Non core
32613,7,Non core
32617,1,Non core
32622,1,Non core
32623,1,Non core
32627,18,Non core
32635,3,Non core
32637,2,Non core
32657,6,Non core
32666,58,Core
32667,9,Non core
32673,2,Non core
32688,1,Non core
32690,1,Non core
32707,1,Non core
32712,2,Non core
32722,1,Non core
32728,3,Non core
32736,3,Non core
32755,1,Non core
32761,44,Non core
32787,1,Non core
32802,1,Non core
32806,1,Non core
32810,1,Non core
32826,2,Non core
32840,1,Non core
32842,2,Non core
32851,2,Non core
32854,2,Non core
32860,1,Non core
32863,1,Non core
32876,1,Non core
32881,2,Non core
32919,7,Non core
32926,21,Non core
32927,4,Non core
32930,2,Non core
32962,13,Core
32968,8,Non core
33003,1,Non core
33012,1,Non core
33020,1,Non core
33032,1,Non core
33038,2,Non core
33061,2,Non core
33080,10,Non core
33081,1,Non core
33083,2,Non core
33089,2,Non core
33093,1,Non core
33105,1,Non core
33128,1,Non core
33130,1,Non core
33136,1,Non core
33141,1,Non core
33148,1,Non core
33158,1,Non core
33176,2,Non core
33185,1,Non core
33192,1,Non core
33196,3,Non core
33224,1,Non core
33240,1,Non core
33273,2,Non core
33282,5,Non core
33284,1,Non core
33292,3,Non core
33301,3,Non core
33307,2,Non core
33341,3,Non core
33353,5,Core
33370,1,Non core
33380,1,Non core
33390,4,Non core
33408,1,Non core
33431,6,Non core
33436,4,Non core
33455,9,Core
33458,1,Non core
33466,1,Non core
33469,2,Non core
33473,1,Non core
33474,1,Non core
33492,1,Non core
33493,52,Non core
33502,3,Non core
33519,7,Core
33525,1,Non core
33536,2,Non core
33543,30,Non core
33546,5,Non core
33558,1,Non core
33576,1,Non core
33582,5,Non core
33594,4,Non core
33602,2,Non core
33608,2,Non core
33612,1,Non core
33613,1,Non core
33618,3,Non core
33623,1,Non core
33633,1,Non core
33634,1,Non core
33636,1,Non core
33643,1,Non core
33648,4,Non core
33652,10,Non core
33671,2,Non core
33673,2,Non core
33688,3,Non core
33689,2,Non core
33694,2,Non core
33696,1,Non core
33717,30,Non core
33721,1,Non core
33728,4,Non core
33730,1,Non core
33732,1,Non core
33756,1,Non core
33765,2,Non core
33774,3,Non core
33786,5,Non core
33789,1,Non core
33801,3,Non core
33818,1,Non core
33826,1,Non core
33828,1,Non core
33848,1,Non core
33871,1,Non core
33896,1,Non core
33920,5,Non core
33945,1,Non core
33983,1,Non core
33984,2,Non core
33986,2,Non core
33987,6,Non core
34017,3,Non core
34056,1,Non core
34057,1,Non core
34067,1,Non core
34071,2,Non core
34076,1,Non core
34106,3,Non core
34107,3,Non core
34110,1,Non core
34116,1,Non core
34117,1,Non core
34118,6,Non core
34120,8,Non core
34125,1,Non core
34127,1,Non core
34150,1,Non core
34153,1,Non core
34167,1,Non core
34173,2,Non core
34175,1,Non core
34181,1,Non core
34201,1,Non core
34208,14,Core
34212,1,Non core
34213,1,Non core
34226,2,Non core
34271,3,Non core
34275,1,Non core
34290,3,Non core
34304,1,Non core
34334,3,Non core
34340,1,Non core
34350,1,Non core
34352,3,Non core
34367,1,Non core
34375,2,Non core
34378,1,Non core
34392,1,Non core
34394,1,Non core
34406,2,Non core
34411,10,Non core
34421,1,Non core
34423,1,Non core
34429,15,Core
34451,11,Core
34452,1,Non core
34460,1,Non core
34462,1,Non core
34505,2,Non core
34516,1,Non core
34520,1,Non core
34533,3,Non core
34537,2,Non core
34541,1,Non core
34544,2,Non core
34550,2,Non core
34558,1,Non core
34564,2,Non core
34579,2,Non core
34589,1,Non core
34598,10,Non core
34602,1,Non core
34621,1,Non core
34623,1,Non core
34628,1,Non core
34637,1,Non core
34646,3,Non core
34647,1,Non core
34653,1,Non core
34668,2,Non core
34712,2,Non core
34720,1,Non core
34750,1,Non core
34754,1,Non core
34757,1,Non core
34760,1,Non core
34775,7,Non core
34777,1,Non core
34815,1,Non core
34847,2,Non core
34860,2,Non core
34892,1,Non core
34918,1,Non core
34930,1,Non core
34940,2,Non core
34951,3,Non core
34952,10,Non core
34984,1,Non core
34988,1,Non core
35010,1,Non core
35014,1,Non core
35024,2,Non core
35059,6,Non core
35075,1,Non core
35102,1,Non core
35103,1,Non core
35116,1,Non core
35125,3,Non core
35133,1,Non core
35153,1,Non core
35158,3,Non core
35159,3,Non core
35160,1,Non core
35161,3,Non core
35162,1,Non core
35191,2,Non core
35199,3,Non core
35240,1,Non core
35266,1,Non core
35414,8,Non core
